   0.1196243840    1.3917965610    2.1907522467
   0.6446243840    2.3011232350    1.9094055946
  -0.4053756160    2.3011232350    1.9094055946
   1.6495729380    2.3750347937    1.1407522467
  -1.0713402822    2.7662430546   -0.9592477533
   0.6446243840    2.3011232350   -1.7279011013
  -0.4053756160    2.3011232350   -1.7279011013
   0.1196243840    1.3917965610   -2.0092477533
  -1.1260842012    0.7908804371    2.1563301600
  -1.6510842012    1.7002071111    1.8749835079
  -2.1760842012    0.7908804371    1.8749835079
  -1.3849055583    2.5910225162    1.1063301600
  -2.8710693100    0.2785065794    1.1063301600
  -1.3849055583    2.5910225162   -0.9936698400
  -2.8710693100    0.2785065794   -0.9936698400
  -1.6510842012    1.7002071111   -1.7623231880
  -2.1760842012    0.7908804371   -1.7623231880
  -1.1260842012    0.7908804371   -2.0436698400
  -1.1853383016   -0.5899953567    2.0660580924
  -2.2353383016   -0.5899953567    1.7847114403
  -1.7103383016   -1.4993220307    1.7847114403
  -2.2353383016   -0.5899953567   -1.8525952556
  -1.7103383016   -1.4993220307   -1.8525952556
  -1.1853383016   -0.5899953567   -2.1339419076
  -0.1173524526   -1.3653634582    2.0109728391
  -0.6423524526   -2.2746901321    1.7296261870
   0.4076475474   -2.2746901321    1.7296261870
  -1.3083171188   -2.7398099518    0.9609728391
  -0.3761738097   -3.1655055373    0.9609728391
   0.6381434516   -3.0196687319    0.9609728391
  -1.6892250238   -2.7579210405   -0.0890271609
  -0.8620227154   -3.3288975678   -0.0890271609
   0.1357745759   -3.4500520938   -0.0890271609
   1.0755835155   -3.0936295765   -0.0890271609
  -1.3083171188   -2.7398099518   -1.1390271609
  -0.3761738097   -3.1655055373   -1.1390271609
   0.6381434516   -3.0196687319   -1.1390271609
  -0.6423524526   -2.2746901321   -1.9076805089
   0.4076475474   -2.2746901321   -1.9076805089
  -0.1173524526   -1.3653634582   -2.1890271609
   1.0673978462   -0.7822095998    2.0444713659
   2.1173978462   -0.7822095998    1.7631247139
   1.5923978462   -1.6915362738    1.7631247139
   2.1173978462   -0.7822095998   -1.8741819820
   1.5923978462   -1.6915362738   -1.8741819820
   1.0673978462   -0.7822095998   -2.1555286341
   1.2446497973    0.5885979805    2.1336137465
   2.2946497973    0.5885979805    1.8522670945
   1.7696497973    1.4979246545    1.8522670945
   2.2946497973    0.5885979805   -1.7850396014
   1.7696497973    1.4979246545   -1.7850396014
   1.2446497973    0.5885979805   -2.0663862535
   0.5167128841    3.4006492857    1.5196467036
  -0.5873224513    3.0419264599    1.5196467036
   1.4355316422    3.4885306744    0.6796467036
   0.4890157303    4.0350018909    0.6796467036
  -0.5873224513    3.8452144291    0.6796467036
  -1.2898523054    3.0079719517    0.6796467036
   1.4355316422    3.4885306744   -0.3586503975
   0.4890157303    4.0350018909   -0.3586503975
  -0.5873224513    3.8452144291   -0.3586503975
  -1.2898523054    3.0079719517   -0.3586503975
   0.5167128841    3.4006492857   -1.1986503975
  -0.5873224513    3.0419264599   -1.1986503975
  -1.7241056499    2.3106824978    1.4571377153
  -2.8281409854    1.9519596719    1.4571377153
  -2.8281409854    0.7911082225    1.4571377153
  -1.7518028038    2.9450351030    0.6171377153
  -2.8281409854    2.7552476412    0.6171377153
  -3.5306708394    1.9180051637    0.6171377153
  -3.5306708394    0.8250627307    0.6171377153
  -1.7518028038    2.9450351030   -0.4211593858
  -2.8281409854    2.7552476412   -0.4211593858
  -3.5306708394    1.9180051637   -0.4211593858
  -3.5306708394    0.8250627307   -0.4211593858
  -2.8281409854    1.9519596719   -1.2611593858
  -2.8281409854    0.7911082225   -1.2611593858
  -2.9368018270   -0.5106673246    1.2961654470
  -2.9368018270   -1.6715187740    1.2961654470
  -3.6393316810   -0.5446218328    0.4561654470
  -3.6393316810   -1.6375642658    0.4561654470
  -2.9368018270   -2.4748067432    0.4561654470
  -1.8604636453   -2.6645942050    0.4561654470
  -3.6393316810   -0.5446218328   -0.5821316541
  -3.6393316810   -1.6375642658   -0.5821316541
  -2.9368018270   -2.4748067432   -0.5821316541
  -1.8604636453   -2.6645942050   -0.5821316541
  -2.9368018270   -0.5106673246   -1.4221316541
  -2.9368018270   -1.6715187740   -1.4221316541
  -1.8327664915   -2.0302415998   -1.4221316541
   2.9080720191   -1.4373841123    1.2572716667
   2.2257406570   -2.3765326628    1.2572716667
   3.5183677426   -1.4373841123    0.4172716667
   3.1445594150   -0.4103541731    0.4172716667
   2.1980435032   -3.0108852680    0.4172716667
   3.1445594150   -2.4644140515    0.4172716667
   3.5183677426   -1.4373841123   -0.6210254344
   3.1445594150   -0.4103541731   -0.6210254344
   2.1980435032   -3.0108852680   -0.6210254344
   3.1445594150   -2.4644140515   -0.6210254344
   2.9080720191   -1.4373841123   -1.4610254344
   2.2257406570   -2.3765326628   -1.4610254344
   3.2212348615    1.0077935401    1.4162880507
   2.5389034994    1.9469420906    1.4162880507
   3.8315305850    1.0077935401    0.5762880507
   3.4577222575    2.0348234793    0.5762880507
   2.5112063456    2.5812946958    0.5762880507
   3.4577222575   -0.0192363992    0.5762880507
   3.8315305850    1.0077935401   -0.4620090504
